"","FirstName","LastName","Team","GP","GS","AVG","OPS","AB","R","H","X2B","X3B","HR","RBI","TB","SLG","BB","HBP","SO","GDP","OBP","SF","SH","SB","SB_ATT"
"827","TYLAN","REECE","UNC Asheville","43","41",0.254,0.708,138,16,35,8,0,4,22,55,0.399,11,1,30,0,0.309,2,1,"2","4"
"828","TANNER","BARRS","Radford","44","43",0.253,0.76,154,23,39,7,0,5,25,61,0.396,23,5,40,2,0.364,2,0,"0","1"
"829","JOEL","DRAGOO","Presbyterian","55","53",0.253,0.822,182,37,46,11,0,8,28,81,0.445,32,6,44,2,0.377,3,0,"5","9"
"830","CONNOR","ALDRICH","Charleston Southern","41","29",0.252,0.672,111,14,28,7,0,2,14,41,0.369,6,2,30,2,0.303,0,7,"1","2"
"831","PAUL","MOORE","Radford","43","38",0.248,0.734,129,20,32,8,0,4,19,52,0.403,12,5,47,1,0.331,2,0,"5","6"
"832","CHASE","HUGHES","Presbyterian","47","32",0.248,0.697,117,15,29,5,2,2,13,44,0.376,10,3,40,2,0.321,1,0,"2","7"
"833","JACOB","MCCASKEY","Gardner-Webb","46","41",0.248,0.763,145,28,36,9,1,6,38,65,0.448,11,6,34,3,0.315,6,3,"7","7"
"834","BO","RUSHER III","Gardner-Webb","42","29",0.248,0.709,113,11,28,3,0,4,19,43,0.381,13,1,29,2,0.328,1,1,"1","1"
"835","IKE","GEORGE","Charleston Southern","50","41",0.247,0.699,146,34,36,3,1,1,16,44,0.301,19,19,19,0,0.398,2,4,"18","25"
"836","TREVOR","MATTSON","Gardner-Webb","51","49",0.245,0.853,163,27,40,12,2,8,39,80,0.491,27,5,42,2,0.362,4,2,"1","2"
"837","ASHTON","WILSON","Charleston Southern","40","37",0.244,0.712,127,27,31,4,0,3,21,44,0.346,14,11,34,1,0.366,1,6,"13","17"
"838","DALTON","REEVES","Presbyterian","47","47",0.241,0.842,174,31,42,14,0,12,48,92,0.529,20,1,37,7,0.313,6,0,"0","1"
"839","CAMERON","JOHNSON","UNC Asheville","52","52",0.24,0.764,204,39,49,14,0,8,47,87,0.426,25,7,54,4,0.338,4,2,"8","8"
"840","TYRELL","BREWER","Charleston Southern","41","25",0.24,0.648,96,14,23,3,0,2,13,32,0.333,10,2,11,2,0.315,3,9,"3","4"
"841","BLAKE","SUTTON","High Point","52","50",0.237,0.878,169,35,40,5,0,13,40,84,0.497,26,14,55,0,0.381,1,0,"4","6"
"842","COLE","SINGSANK","High Point","47","41",0.234,0.751,145,26,34,10,1,4,28,58,0.4,21,6,43,3,0.351,2,0,"10","12"
"843","DREW","CAMP","Longwood","49","39",0.234,0.688,145,26,34,8,1,2,29,50,0.345,21,4,39,2,0.343,2,2,"6","7"
"844","SULLY","TIBBS","Radford","49","48",0.229,0.574,166,21,38,6,0,0,13,44,0.265,17,3,39,5,0.309,2,3,"1","2"
"845","GARRETT","PANCIONE","Radford","46","45",0.228,0.606,162,13,37,5,0,2,27,48,0.296,17,4,39,4,0.31,4,0,"0","1"
"846","ETHAN","BARNES","Longwood","42","23",0.228,0.669,79,17,18,4,1,0,10,24,0.304,13,4,25,2,0.365,0,3,"15","16"
"847","JOSH","DESLAURIERS","High Point","37","17",0.227,0.604,66,13,15,1,0,1,6,19,0.288,6,3,29,0,0.316,1,2,"7","8"
"848","TREY","FENDERSON","Presbyterian","53","48",0.225,0.668,160,23,36,6,1,3,19,53,0.331,23,6,58,4,0.337,4,2,"8","10"
"849","DYLAN","WILKINSON","Longwood","50","38",0.223,0.686,130,29,29,4,0,3,11,42,0.323,17,12,34,2,0.363,1,11,"4","6"
"850","JOHNNY","SWEENEY","USC Upstate","41","32",0.221,0.661,122,16,27,2,1,3,11,40,0.328,15,6,29,2,0.333,1,0,"1","2"
"851","NOAH","LEBRON","Presbyterian","40","18",0.221,0.766,68,11,15,1,1,3,9,27,0.397,13,3,20,0,0.369,0,1,"3","3"
"852","PETE","CAPOBIANCO","Gardner-Webb","55","55",0.219,0.828,187,39,41,8,2,12,34,89,0.476,31,9,57,8,0.352,3,0,"9","10"
"853","CASEY","ASMAN","Charleston Southern","44","28",0.219,0.721,96,10,21,7,0,2,15,34,0.354,16,7,26,0,0.367,1,2,"0","1"
"854","NATE","CHRONIS","Winthrop","49","46",0.214,0.661,145,29,31,6,0,2,22,43,0.297,31,5,36,3,0.364,3,7,"1","2"
"855","DREW","BRISTOW","UNC Asheville","42","18",0.213,0.7,80,17,17,2,0,4,21,31,0.388,8,4,29,1,0.312,1,1,"2","2"
"856","JAMES","JETT","Charleston Southern","41","20",0.213,0.725,80,13,17,5,0,4,16,34,0.425,8,2,32,0,0.3,0,0,"1","1"
"857","JAY","WETHERINGTON","Presbyterian","51","42",0.209,0.555,148,16,31,7,0,0,16,38,0.257,13,6,40,0,0.298,1,4,"9","13"
"858","KYLE","DECKER","Presbyterian","49","37",0.206,0.65,136,23,28,5,0,3,12,42,0.309,24,4,56,0,0.341,0,2,"16","18"
"859","SAM","LOW","Charleston Southern","44","23",0.206,0.617,63,7,13,0,0,2,5,19,0.302,9,1,26,1,0.315,0,0,"1","3"
"860","BRYCE","BROCK","Charleston Southern","43","20",0.194,0.706,93,25,18,3,0,5,18,36,0.387,11,7,33,3,0.319,2,2,"4","4"
"861","TANNER","THOMAS","Longwood","44","32",0.186,0.55,113,11,21,3,0,1,8,27,0.239,14,7,25,0,0.311,1,2,"0","0"
"862","CHARLIE","EVANS","Winthrop","43","20",0.173,0.477,75,13,13,2,1,0,8,17,0.227,8,1,15,1,0.25,4,4,"9","9"
"863","QUINCY","SIPPIO","Longwood","43","17",0.145,0.45,76,12,11,2,2,0,5,17,0.224,7,1,24,0,0.226,0,2,"7","7"
"864","ANTHONY","MARTINEZ","UC Irvine","55","55",0.394,1.09,231,54,91,19,0,11,60,143,0.619,25,16,27,8,0.471,8,0,"0","1"
"865","ALI","CAMARILLO","CSUN","46","45",0.371,1.032,175,35,65,15,3,7,44,107,0.611,13,4,30,1,0.421,3,4,"1","1"
"866","MATT","KURATA","Cal State Bakersfield","42","38",0.369,0.868,157,25,58,11,0,0,21,69,0.439,11,7,27,10,0.429,2,1,"4","5"
"867","JAKOB","SIMONS","CSUN","48","48",0.356,1.115,188,51,67,14,1,14,48,125,0.665,18,14,41,1,0.45,0,2,"11","12"
"868","RYAN","FENN","Cal Poly","49","44",0.344,0.795,163,36,56,8,1,0,16,66,0.405,12,3,16,4,0.39,4,8,"9","13"
"869","CODY","HENDRIKS","Cal State Bakersfield","36","33",0.343,0.842,102,19,35,7,0,0,14,42,0.412,11,6,25,3,0.43,2,0,"2","2"
"870","KEVIN","FITZER","CSUN","49","46",0.339,0.947,177,35,60,5,3,8,50,95,0.537,19,5,38,2,0.41,4,2,"6","6"
"871","CADEN","KENDLE","UC Irvine","55","55",0.335,0.969,230,69,77,16,3,8,56,123,0.535,29,16,46,1,0.434,6,0,"7","9"
"872","THOMAS","MCCAFFREY","UC Irvine","37","33",0.333,0.92,129,24,43,9,1,4,34,66,0.512,14,7,25,1,0.408,7,3,"0","0"
"873","MATT","WONG","Hawai'i","49","49",0.33,0.967,197,42,65,12,2,10,42,111,0.563,24,2,42,4,0.404,2,0,"0","1"
"874","CADEN","CONNOR","Cal State Fullerton","56","56",0.33,0.921,224,37,74,20,2,5,45,113,0.504,32,7,36,4,0.417,8,4,"2","3"
"875","AARON","CASILLAS","Cal Poly","56","56",0.329,0.763,231,24,76,15,0,0,40,91,0.394,14,2,27,6,0.369,2,2,"1","2"
"876","ANTHONY","MCFARLAND","UC Riverside","49","47",0.329,0.801,173,21,57,9,0,1,17,69,0.399,20,1,39,7,0.402,0,2,"2","4"
"877","PATRICK","HACKWORTH","UC San Diego","48","44",0.327,0.87,162,39,53,9,1,1,15,67,0.414,26,14,25,1,0.456,2,3,"6","9"
"878","DOYLE","KANE","UC San Diego","52","51",0.327,0.808,202,36,66,14,0,1,39,83,0.411,19,6,23,6,0.397,2,3,"0","2"
"879","JACOB","IGAWA","Hawai'i","49","49",0.324,0.828,204,33,66,12,1,4,40,92,0.451,12,6,33,5,0.377,1,0,"3","4"
"880","JARED","SUNDSTROM","UC Santa Barbara","50","43",0.322,1.071,177,39,57,15,1,15,43,119,0.672,21,3,45,1,0.399,2,1,"11","13"
"881","AARON","PARKER","UC Santa Barbara","50","49",0.321,0.966,187,33,60,11,1,10,32,103,0.551,25,5,33,6,0.415,0,2,"4","5"
"882","NATHAN","BARRAZA","CSUN","36","31",0.319,0.788,119,21,38,7,0,2,21,51,0.429,7,1,31,1,0.359,1,7,"4","6"
"883","JO","OYAMA","UC Irvine","53","53",0.319,0.918,210,57,67,7,5,7,44,105,0.5,31,7,37,2,0.418,3,8,"14","17"
"884","JAKE","STEELS","Cal Poly","49","47",0.318,0.818,192,46,61,5,1,2,27,74,0.385,31,8,35,4,0.433,0,0,"13","20"
"885","CARTER","WHITE","Cal State Fullerton","53","46",0.318,0.765,198,42,63,11,1,0,22,76,0.384,15,5,17,1,0.381,0,10,"9","11"
"886","RILEY","KAPSER","Cal State Bakersfield","48","47",0.316,0.783,187,28,59,11,1,1,22,75,0.401,16,4,49,3,0.382,0,5,"4","4"
"887","NATE","NANKIL","Cal State Fullerton","55","55",0.316,0.852,237,40,75,21,0,5,39,111,0.468,23,5,37,3,0.384,3,2,"5","7"
"888","RYAN","STAFFORD","Cal Poly","56","56",0.313,0.893,230,46,72,20,1,7,44,115,0.5,22,11,38,3,0.393,4,1,"4","5"
"889","ALEX","GOUVEIA","UC Davis","51","51",0.313,0.807,208,26,65,20,1,3,26,96,0.462,12,1,18,6,0.345,5,0,"7","9"
"890","JONATHON","LONG","Long Beach State","55","55",0.312,1.004,215,40,67,17,0,15,52,129,0.6,29,7,44,1,0.404,4,0,"0","0"
"891","GRAYSEN","TARLOW","CSUN","49","47",0.311,0.846,177,42,55,12,0,3,41,76,0.429,25,10,25,5,0.417,4,5,"9","10"
"892","IVAN","BRETHOWR","UC Santa Barbara","46","45",0.311,0.979,177,35,55,13,0,11,40,101,0.571,21,8,55,2,0.408,0,0,"8","12"
"893","SHUNSUKE","SAKAINO","CSUN","49","46",0.31,0.802,171,37,53,8,0,1,23,64,0.374,28,8,43,3,0.428,1,6,"8","11"
"894","CONNOR","BURNS","Long Beach State","55","55",0.307,0.982,199,38,61,14,2,14,50,121,0.608,23,1,58,3,0.374,4,5,"0","0"
"895","KYLE","ASHWORTH","Long Beach State","53","50",0.306,0.763,170,33,52,7,1,1,25,64,0.376,23,2,30,2,0.387,4,3,"1","2"
"896","DAMIAN","STONE","UC Davis","51","49",0.306,0.839,193,33,59,6,2,5,21,84,0.435,18,15,34,0,0.404,2,2,"9","16"
"897","MATT","HALBACH","UC San Diego","51","51",0.306,0.906,206,41,63,15,5,5,39,103,0.5,27,9,38,4,0.406,2,0,"5","7"
"898","LUKE","SPILLANE","UC Irvine","49","41",0.304,0.864,138,36,42,9,2,2,30,61,0.442,22,9,24,5,0.422,4,12,"12","15"
"899","BEN","ZEIGLER-NAMOA","Hawai'i","47","43",0.301,0.87,153,37,46,10,2,3,26,69,0.451,30,2,28,3,0.419,1,2,"2","3"
"900","LETREY","MCCOLLUM","UC Santa Barbara","54","52",0.3,0.742,190,30,57,6,0,0,19,63,0.332,20,16,45,4,0.41,1,1,"11","14"
"901","DUB.","GLEED","UC Irvine","55","54",0.3,0.84,217,36,65,17,1,5,49,99,0.456,22,11,25,8,0.384,5,3,"0","0"
"902","JARED","QUANDT","Hawai'i","47","34",0.299,0.91,127,30,38,7,2,4,21,61,0.48,19,11,40,0,0.43,1,1,"3","5"
"903","STONE","MIYAO","Hawai'i","47","43",0.297,0.803,148,16,44,7,1,2,25,59,0.399,24,4,31,1,0.404,2,1,"2","5"
"904","BRANDON","LARSON","UC San Diego","46","35",0.295,0.896,149,22,44,5,2,9,45,80,0.537,14,2,42,5,0.359,2,0,"0","0"
"905","KYSON","DONAHUE","Hawai'i","49","47",0.294,0.844,187,29,55,15,0,7,40,91,0.487,16,5,65,2,0.357,5,3,"0","0"
"906","MASON","LE","CSUN","48","41",0.292,0.801,154,33,45,8,1,4,32,67,0.435,16,2,37,1,0.366,0,3,"10","12"
"907","EDDIE","SALDIVAR","Long Beach State","55","55",0.292,0.734,226,42,66,9,3,3,28,90,0.398,8,9,43,7,0.336,4,5,"7","12"
"908","ZANDER","DARBY","UC Santa Barbara","55","55",0.288,0.848,215,45,62,11,3,7,30,100,0.465,30,6,40,1,0.383,5,1,"8","12"
"909","MICHAEL","FUHRMAN","UC San Diego","48","46",0.287,0.966,167,44,48,11,3,8,36,89,0.533,36,9,59,0,0.433,3,0,"10","13"
"910","MADDOX","LATTA","Cal State Fullerton","45","45",0.287,0.781,174,26,50,11,1,4,29,75,0.431,19,0,41,2,0.35,4,7,"2","3"
"911","JOE","YORKE","Cal Poly","50","50",0.282,0.696,216,21,61,12,0,3,46,82,0.38,10,2,29,10,0.316,3,1,"0","0"
"912","JACOB","SHANKS","UC Riverside","52","51",0.281,0.725,196,24,55,7,4,1,18,73,0.372,9,14,27,1,0.353,2,1,"12","17"
"913","CREW","ROBINSON","UC San Diego","49","36",0.281,0.819,139,26,39,14,0,3,25,62,0.446,16,7,29,3,0.373,4,0,"5","6"
"914","MASON","GRACE","UC Riverside","37","31",0.279,0.675,104,14,29,4,0,0,15,33,0.317,10,4,29,5,0.358,2,1,"0","0"
"915","KONNOR","PALMEIRA","Cal State Bakersfield","42","32",0.278,0.743,115,23,32,4,0,2,19,42,0.365,16,3,27,1,0.378,1,0,"0","0"
"916","ROCCO","PEPPI","Long Beach State","55","55",0.278,0.802,209,41,58,14,0,6,33,90,0.431,21,12,30,3,0.371,3,2,"5","7"
"917","COREY","NUNEZ","UC Santa Barbara","55","55",0.277,0.731,191,26,53,8,3,2,25,73,0.382,20,1,37,7,0.349,0,5,"2","4"
"918","JAMES","BELL","Cal State Bakersfield","52","51",0.275,0.714,204,26,56,14,0,3,41,79,0.387,14,3,40,7,0.327,2,1,"0","1"
"919","ZACH","LEW","Cal State Fullerton","56","56",0.273,0.854,209,45,57,14,2,7,47,96,0.459,44,3,42,6,0.395,7,2,"0","0"
"920","EMILIANO","GONZALEZ","UC San Diego","48","42",0.271,0.769,155,28,42,12,0,4,25,66,0.426,15,3,36,5,0.343,2,2,"0","0"
"921","COLE","URMAN","Cal State Fullerton","49","47",0.27,0.687,185,30,50,9,0,4,30,71,0.384,11,0,27,1,0.303,5,5,"3","4"
"922","COLLIN","VILLEGAS","Cal Poly","56","56",0.268,0.886,220,40,59,17,0,13,41,115,0.523,31,4,56,2,0.363,4,0,"2","2"
"923","NICK","MARINCONZ","Long Beach State","54","50",0.268,0.624,198,23,53,8,1,0,26,63,0.318,7,6,33,0,0.306,5,4,"4","6"
"924","ANDREW","SOJKA","CSUN","44","36",0.267,0.753,131,28,35,5,2,1,18,47,0.359,24,6,22,2,0.394,4,6,"5","7"
"925","DALLAS","DUARTE","Hawai'i","47","45",0.266,0.822,154,35,41,15,0,3,22,65,0.422,21,14,17,1,0.4,1,7,"4","7"
"926","MARK","WOLBERT","UC Davis","52","51",0.266,0.747,192,28,51,6,2,4,26,73,0.38,26,6,61,2,0.367,2,0,"3","6"
"927","CHASE","CALL","UC Irvine","52","52",0.266,0.956,177,49,47,6,1,11,43,88,0.497,50,14,59,5,0.459,1,1,"4","5"
"928","JOEY","KRAMER","CSUN","41","29",0.263,0.899,114,30,30,6,0,8,27,60,0.526,11,9,19,2,0.373,0,1,"1","1"
"929","JACK","HAMMOND","Long Beach State","46","39",0.263,0.817,152,29,40,9,0,8,29,73,0.48,11,7,41,4,0.337,2,2,"1","3"
"930","NICK","LEEHEY","UC Davis","53","50",0.259,0.712,185,27,48,10,0,3,20,67,0.362,22,5,48,4,0.35,2,1,"0","0"
"931","BROCK","KLESZCZ","UC San Diego","43","38",0.259,0.684,135,20,35,8,0,3,18,52,0.385,8,1,32,1,0.299,3,0,"2","3"
"932","JACOB","BADAWI","UC Riverside","50","45",0.257,0.618,175,29,45,9,0,2,23,60,0.343,3,2,21,4,0.275,2,3,"2","2"
"933","BROC","MORTENSEN","UC Santa Barbara","52","40",0.257,0.927,148,32,38,9,0,11,38,80,0.541,26,7,50,0,0.386,3,2,"2","3"
"934","TATE","SHIMAO","Cal Poly","44","42",0.256,0.649,156,24,40,6,1,1,17,51,0.327,12,4,49,0,0.322,2,0,"3","4"
"935","MOISES","GUZMAN","Cal State Fullerton","50","49",0.256,0.81,168,40,43,16,0,2,24,65,0.387,41,9,55,2,0.423,2,2,"10","12"
"936","CHRISTIAN","KIRTLEY","UC Santa Barbara","53","49",0.253,0.865,194,41,49,8,0,14,31,99,0.51,26,6,57,2,0.355,2,0,"1","3"
"937","JAYDEN","LOPEZ","UC Riverside","47","41",0.252,0.791,147,26,37,4,4,5,19,64,0.435,21,4,55,2,0.356,2,1,"3","4"
"938","JOEY","WRIGHT","UC Davis","54","54",0.25,0.728,180,27,45,11,0,3,15,65,0.361,32,2,54,0,0.367,1,6,"5","6"
"939","WILL","BERMUDEZ","UC Irvine","49","49",0.25,0.772,172,44,43,8,2,2,28,61,0.355,31,21,51,0,0.417,4,5,"3","4"
"940","WILLIAMS","III","UC Davis","51","50",0.249,0.716,177,22,44,16,1,1,33,65,0.367,18,11,36,2,0.349,3,1,"2","3"
"941","JORDAN","DONAHUE","Hawai'i","45","41",0.246,0.645,134,30,33,2,1,0,17,37,0.276,19,7,30,0,0.369,0,6,"3","6"
"942","DOMINIC","MARTINEZ","UC Riverside","50","44",0.241,0.628,174,19,42,7,1,3,22,60,0.345,11,0,47,2,0.283,2,0,"2","5"
"943","AJ","MILLER","Cal State Bakersfield","50","49",0.24,0.717,175,27,42,7,1,5,22,66,0.377,25,2,50,4,0.34,1,1,"2","3"
"944","ANTHONY","MATA","UC Riverside","44","41",0.24,0.599,154,19,37,3,1,0,18,42,0.273,20,1,27,2,0.326,3,2,"5","8"
"945","JACK","HALEY","Cal State Fullerton","48","45",0.24,0.668,146,23,35,8,0,1,17,46,0.315,13,13,49,2,0.353,1,5,"0","4"
"946","ETHAN","KANG","UC Davis","36","14",0.237,0.516,59,3,14,1,0,0,2,15,0.254,2,0,15,0,0.262,0,1,"1","3"
"947","KYLER","STANCATO","Cal State Bakersfield","44","40",0.236,0.687,127,21,30,5,2,2,15,45,0.354,14,5,36,2,0.333,1,3,"5","5"
"948","LEIGHTON","HELFRICK","UC Davis","36","27",0.236,0.632,106,10,25,6,0,2,16,37,0.349,6,1,27,2,0.283,0,1,"2","2"
"949","TAISON","CORIO","Cal Poly","45","31",0.229,0.762,118,20,27,2,3,5,20,50,0.424,18,2,30,5,0.338,1,3,"0","0"
"950","WYATT","KING","Cal Poly","52","49",0.226,0.718,159,26,36,8,0,4,14,56,0.352,22,13,52,1,0.366,0,3,"0","3"
"951","MYLES","SMITH","UC Irvine","41","37",0.226,0.734,124,33,28,5,1,1,21,38,0.306,33,13,35,3,0.428,3,3,"11","13"
"952","TYLER","WEAVER","UC Riverside","47","44",0.224,0.608,156,18,35,3,1,2,16,46,0.295,14,7,60,0,0.313,2,1,"6","8"
"953","JACK","GALLAGHER","UC Davis","46","45",0.222,0.811,153,25,34,6,0,12,37,76,0.497,16,5,60,2,0.314,1,0,"0","0"
"954","ALEX","CHAMPAGNE","Long Beach State","40","23",0.218,0.627,87,13,19,6,0,0,9,25,0.287,13,3,10,1,0.34,0,2,"6","6"
"955","NICK","IVERSON","UC Davis","44","40",0.218,0.584,142,15,31,9,1,0,13,42,0.296,9,6,25,2,0.288,3,2,"0","5"
"956","NICK","SALAS","Cal State Bakersfield","52","52",0.216,0.639,153,31,33,3,1,0,17,38,0.248,36,8,32,3,0.391,0,4,"8","11"
"957","NOAH","SUDYKA","UC San Diego","44","40",0.215,0.7,121,20,26,8,5,0,25,44,0.364,20,4,43,4,0.336,4,6,"4","4"
"958","ALFREDO","CAPACETE","UC Riverside","41","25",0.214,0.528,84,8,18,4,0,1,8,25,0.298,2,0,23,4,0.23,1,2,"0","0"
"959","BRENDAN","BOBO","Cal State Fullerton","47","44",0.213,0.771,160,28,34,8,1,7,26,65,0.406,24,15,64,1,0.365,1,1,"7","8"
"960","NICK","OAKLEY","UC Santa Barbara","49","30",0.197,0.626,122,16,24,5,1,4,22,43,0.352,9,4,36,1,0.274,0,1,"2","5"
"961","JOEY","LOYND","Delaware","59","59",0.392,1.146,250,63,98,27,3,14,80,173,0.692,29,1,47,6,0.454,2,0,"4","5"
"962","BEN","WILLIAMSON","William & Mary","55","55",0.39,1.175,210,57,82,11,5,12,49,139,0.662,40,13,22,4,0.513,0,0,"14","15"
"963","REYCE","CURNANE","Towson","41","41",0.376,1.172,165,35,62,13,2,12,40,115,0.697,21,11,48,0,0.475,1,0,"3","4"
"964","PARKER","HASKIN","Elon","42","22",0.369,1.055,84,16,31,5,1,4,24,50,0.595,14,1,14,0,0.46,1,2,"1","1"
"965","DYLAN","PALMER","Hofstra","46","42",0.369,0.905,179,45,66,11,3,0,23,83,0.464,20,3,20,0,0.441,0,1,"23","32"
"966","TANK","YAGHOUBI","William & Mary","50","37",0.364,0.87,151,35,55,5,1,0,20,62,0.411,21,7,28,1,0.459,2,10,"6","10"
"967","JAC","CROOM","UNCW","57","56",0.361,0.948,219,54,79,12,1,7,34,114,0.521,24,2,22,4,0.427,1,6,"7","11"
"968","CAM","MALDONADO","Northeastern","56","55",0.353,1.076,215,45,76,13,5,13,45,138,0.642,30,2,55,3,0.434,2,0,"32","33"
"969","STEVE","HARRINGTON","Hofstra","45","45",0.35,1.047,163,38,57,16,1,7,46,96,0.589,30,5,30,2,0.458,3,0,"0","1"
"970","MIKE","SIROTA","Northeastern","55","55",0.346,1.15,214,73,74,9,4,18,54,145,0.678,44,7,49,3,0.472,0,0,"19","21"
"971","DANNY","CROSSEN","Northeastern","59","59",0.346,0.952,243,51,84,14,1,10,46,130,0.535,22,12,23,4,0.417,6,1,"16","22"
"972","EVAN","GIORDANO","Stony Brook","52","52",0.346,1.028,217,52,75,19,4,11,54,135,0.622,19,3,44,0,0.406,0,0,"8","11"
"973","PHIL","STAHL","Monmouth","45","45",0.346,0.899,162,22,56,5,0,5,38,76,0.469,29,1,26,1,0.43,8,0,"0","1"
"974","JUSTIN","CASSELLA","Elon","51","44",0.343,1.117,172,46,59,11,1,17,46,123,0.715,13,4,55,0,0.402,0,5,"10","12"
"975","EVAN","FOX","Stony Brook","51","50",0.333,0.963,204,58,68,13,2,8,37,109,0.534,26,9,28,2,0.429,1,0,"39","45"
"976","TYLER","MACGREGOR","Northeastern","55","55",0.332,1.04,229,52,76,11,1,18,54,143,0.624,29,6,32,3,0.416,3,0,"6","11"
"977","COLE","MATHIS","Charleston","55","54",0.332,1.019,196,47,65,19,1,9,51,113,0.577,41,1,36,2,0.442,4,0,"8","11"
"978","ANTHONY","D'ONOFRIO","Hofstra","35","28",0.33,0.849,100,16,33,6,0,1,17,42,0.42,13,5,16,1,0.429,1,0,"9","11"
"979","KEVIN","BRUGGEMAN","Hofstra","51","51",0.325,0.914,200,50,65,20,0,6,41,103,0.515,20,6,31,6,0.399,2,0,"1","2"
"980","CASEY","BISHOP","Towson","50","49",0.324,0.862,204,47,66,10,2,5,33,95,0.466,19,6,37,7,0.396,1,3,"21","22"
"981","TRE","WILLIAMS","N.C. A&T","40","36",0.324,0.872,148,21,48,14,1,4,26,76,0.514,8,1,28,1,0.358,2,0,"6","7"
"982","BRETT","PAULSEN","Stony Brook","51","51",0.323,0.782,198,26,64,12,1,2,38,84,0.424,10,3,31,6,0.358,4,0,"2","2"
"983","BRYCE","GREENLY","Delaware","55","54",0.322,0.911,208,45,67,8,4,8,33,107,0.514,28,1,43,5,0.397,5,0,"1","2"
"984","ELIJAH","DICKERSON","Towson","55","54",0.321,0.821,212,30,68,15,2,2,38,93,0.439,18,6,29,4,0.382,5,1,"1","3"
"985","CAM","DEAN","Charleston","47","46",0.321,0.782,168,28,54,9,0,0,20,63,0.375,20,5,29,4,0.407,1,2,"7","9"
"986","JJ","FREEMAN","Delaware","59","59",0.319,0.906,260,55,83,15,3,11,52,137,0.527,21,4,45,2,0.379,0,0,"5","9"
"987","TREVOR","MARSH","UNCW","57","57",0.319,0.944,216,41,69,13,1,12,48,120,0.556,20,5,49,2,0.388,1,0,"3","5"
"988","ALEX","LANE","Northeastern","59","57",0.318,1.023,223,53,71,12,1,16,58,133,0.596,29,14,54,0,0.427,1,0,"6","8"
"989","SANTINO","ROSSO","Hofstra","51","51",0.318,0.846,198,36,63,13,1,3,36,87,0.439,26,5,39,2,0.407,2,2,"3","3"
"990","RYAN","MORASH","Hofstra","52","52",0.316,0.779,212,34,67,12,3,1,37,88,0.415,15,2,25,4,0.364,2,4,"14","18"
"991","JAMES","MOSES","Towson","52","52",0.314,0.862,204,47,64,10,1,4,19,88,0.431,40,2,28,1,0.431,0,6,"20","24"
"992","RYAN","SPROCK","Elon","51","48",0.313,0.969,147,25,46,9,1,8,38,81,0.551,27,1,28,2,0.418,2,0,"0","0"
"993","JOSEARMANDO","DIAZ","Delaware","47","38",0.311,0.853,132,20,41,8,3,2,25,61,0.462,14,4,16,1,0.391,1,1,"1","1"
"994","CONNOR","OFFSHACK","Elon","37","27",0.31,0.872,113,19,35,6,0,5,17,56,0.496,5,7,22,2,0.376,0,0,"1","1"
"995","ERIC","SABATO","Monmouth","44","44",0.31,0.829,174,32,54,10,1,3,20,75,0.431,20,6,32,2,0.398,1,3,"5","7"
"996","COLE","REYNOLDS","Elon","53","53",0.309,0.895,188,39,58,7,1,8,39,91,0.484,29,5,36,1,0.411,2,0,"3","3"
"997","CAMDEN","JACKSON","N.C. A&T","43","37",0.309,0.809,149,23,46,5,3,3,22,66,0.443,11,3,23,3,0.366,1,0,"1","1"
"998","ALEC","DEMARTINO","UNCW","53","52",0.308,0.93,185,45,57,8,1,9,29,94,0.508,33,4,50,3,0.422,1,2,"2","3"
"999","CORT","MAYNARD","N.C. A&T","41","40",0.308,0.848,159,32,49,9,1,5,29,75,0.472,10,8,39,1,0.376,1,5,"3","5"
"1000","JOHN","NEWTON","UNCW","48","46",0.304,0.956,158,33,48,7,0,9,31,82,0.519,27,11,42,3,0.437,1,2,"0","1"
"1001","LUKE","WOOD","Charleston","53","51",0.303,0.898,201,31,61,13,2,9,48,105,0.522,17,8,42,4,0.376,3,0,"4","6"
"1002","DILLON","LIFRIERI","UNCW","56","53",0.302,0.858,232,48,70,17,1,10,40,119,0.513,16,1,41,0,0.345,3,3,"5","5"
"1003","BRYCE","FREDERICK","Towson","55","55",0.301,0.941,226,43,68,16,0,14,56,126,0.558,27,5,33,7,0.383,3,0,"8","9"
"1004","JT","MARR","Charleston","43","42",0.298,0.755,171,24,51,9,0,3,27,69,0.404,12,5,29,2,0.351,6,0,"6","6"
"1005","MATT","BROWN-EIRING","Stony Brook","51","51",0.297,0.851,195,41,58,10,0,9,37,95,0.487,19,3,36,3,0.364,3,0,"1","1"
"1006","LUCAS","CARMICHAEL","William & Mary","56","54",0.296,0.842,189,47,56,15,0,0,24,71,0.376,45,17,33,2,0.466,2,0,"9","13"
"1007","WILL","BAUMHOFER","Charleston","40","38",0.295,0.779,146,29,43,7,0,2,21,56,0.384,25,0,32,2,0.395,1,2,"9","12"
"1008","BRIAN","MORRELL","Hofstra","38","37",0.295,0.816,139,23,41,8,1,4,31,63,0.453,16,1,19,4,0.363,4,0,"1","2"
"1009","DEREK","YALON","Stony Brook","46","46",0.292,0.817,161,33,47,10,4,2,30,71,0.441,18,5,48,2,0.376,2,1,"10","14"
"1010","SHANE","PARADINE","Stony Brook","51","51",0.29,0.787,200,34,58,13,1,5,41,88,0.44,15,5,12,5,0.347,5,0,"2","3"
