"x"
"https://stats.ncaa.org/contests/2390288/box_score"
"https://stats.ncaa.org/contests/2390526/box_score"
"https://stats.ncaa.org/contests/2390845/box_score"
"https://stats.ncaa.org/contests/2391069/box_score"
"https://stats.ncaa.org/contests/2391249/box_score"
"https://stats.ncaa.org/contests/2391650/box_score"
"https://stats.ncaa.org/contests/2408039/box_score"
"https://stats.ncaa.org/contests/2392033/box_score"
"https://stats.ncaa.org/contests/2391311/box_score"
"https://stats.ncaa.org/contests/2392647/box_score"
"https://stats.ncaa.org/contests/2392991/box_score"
"https://stats.ncaa.org/contests/2408158/box_score"
"https://stats.ncaa.org/contests/2393368/box_score"
"https://stats.ncaa.org/contests/2394226/box_score"
"https://stats.ncaa.org/contests/2394538/box_score"
"https://stats.ncaa.org/contests/2394948/box_score"
"https://stats.ncaa.org/contests/2395673/box_score"
"https://stats.ncaa.org/contests/2396096/box_score"
"https://stats.ncaa.org/contests/2396457/box_score"
"https://stats.ncaa.org/contests/2396744/box_score"
"https://stats.ncaa.org/contests/2397042/box_score"
"https://stats.ncaa.org/contests/2397320/box_score"
"https://stats.ncaa.org/contests/2397615/box_score"
"https://stats.ncaa.org/contests/2398054/box_score"
"https://stats.ncaa.org/contests/2398584/box_score"
"https://stats.ncaa.org/contests/2398788/box_score"
"https://stats.ncaa.org/contests/2399066/box_score"
"https://stats.ncaa.org/contests/2399533/box_score"
"https://stats.ncaa.org/contests/2400200/box_score"
"https://stats.ncaa.org/contests/2400772/box_score"
"https://stats.ncaa.org/contests/2400403/box_score"
"https://stats.ncaa.org/contests/2401523/box_score"
"https://stats.ncaa.org/contests/2401922/box_score"
"https://stats.ncaa.org/contests/2402318/box_score"
"https://stats.ncaa.org/contests/2402591/box_score"
"https://stats.ncaa.org/contests/2403054/box_score"
"https://stats.ncaa.org/contests/2403518/box_score"
"https://stats.ncaa.org/contests/2404129/box_score"
"https://stats.ncaa.org/contests/2403980/box_score"
"https://stats.ncaa.org/contests/2404543/box_score"
"https://stats.ncaa.org/contests/2404959/box_score"
"https://stats.ncaa.org/contests/2405455/box_score"
"https://stats.ncaa.org/contests/2405571/box_score"
"https://stats.ncaa.org/contests/2405883/box_score"
"https://stats.ncaa.org/contests/2406164/box_score"
"https://stats.ncaa.org/contests/2406457/box_score"
"https://stats.ncaa.org/contests/2406602/box_score"
"https://stats.ncaa.org/contests/2400084/box_score"
"https://stats.ncaa.org/contests/2406844/box_score"
"https://stats.ncaa.org/contests/2406993/box_score"
"https://stats.ncaa.org/contests/2407140/box_score"
"https://stats.ncaa.org/contests/2407300/box_score"
"https://stats.ncaa.org/contests/2407352/box_score"
"https://stats.ncaa.org/contests/2407485/box_score"
